marca,modelo,ano,km,preco_numerico,consumo_urbano_km_l,consumo_estrada_km_l,custo_manutencao_anual,confiabilidade,tipo_veiculo_classificado,segmento,codigoFipe,mesReferencia,anoReferencia
Toyota,Corolla XEi 2.0 Flex 16V Aut.,2022,29501,80195.0,12.1,12.8,2041,9.1,Sedan,Médio,002111-3,5,2014
Toyota,Corolla XLi 1.6 16V 110cv Aut.,2007,284596,37112.0,11.1,14.6,1819,8.8,Sedan,Popular,002080-0,1,2010
Toyota,Corolla XLi 1.6 16V 110cv Aut.,2009,205688,45284.0,10.8,13.7,2023,9.0,Sedan,Popular,002080-0,6,2012
Toyota,Corolla XLi 1.6 16V 110cv Aut.,2010,181107,44850.0,12.3,15.1,1706,9.1,Sedan,Popular,002080-0,8,2021
Toyota,Corolla XLi 1.6 16V 110cv Aut.,2022,26985,41916.0,12.2,13.7,1851,9.4,Sedan,Popular,002080-0,7,2003
Toyota,Corolla XLi 1.6 16V 110cv Mec.,2007,279233,27869.0,9.5,12.1,2051,8.6,Sedan,Popular,002079-6,12,2014
Toyota,Corolla XLi 1.6 16V 110cv Mec.,2022,28823,52620.0,12.3,14.5,1970,8.7,Sedan,Popular,002079-6,4,2007
Toyota,Corolla XLi 1.8/1.8 Flex 16V Aut.,2002,283151,29687.0,10.8,14.9,2345,9.0,Sedan,Popular,002062-1,4,2004
Toyota,Corolla XLi 1.8/1.8 Flex 16V Aut.,2014,159859,52468.0,11.8,14.2,1589,8.5,Sedan,Popular,002062-1,7,2019
Toyota,Corolla XLi 1.8/1.8 Flex 16V Aut.,2022,24156,36905.0,9.5,15.1,2490,9.1,Sedan,Popular,002062-1,8,2002
Toyota,Corolla XLi 1.8/1.8 Flex 16V Mec.,2002,374949,27990.0,10.9,13.7,2191,9.5,Sedan,Popular,002027-3,3,2006
Toyota,Corolla XLi 1.8/1.8 Flex 16V Mec.,2014,179120,48443.0,10.1,15.0,2038,9.2,Sedan,Popular,002027-3,4,2020
Toyota,Corolla XLi 1.8/1.8 Flex 16V Mec.,2022,25448,32536.0,12.4,12.7,2278,8.5,Sedan,Popular,002027-3,8,2002
Toyota,Corolla XRS 2.0 Flex 16V Aut.,2014,149740,60419.0,12.3,12.8,2187,9.2,Sedan,Popular,002115-6,1,2017
Toyota,Corolla XRS 2.0 Flex 16V Aut.,2019,64640,114281.0,10.4,13.1,1761,9.4,Sedan,Médio,002115-6,8,2022
Toyota,Corolla XRS 2.0 Flex 16V Aut.,2022,34180,71793.0,10.3,14.9,2415,8.5,Sedan,Popular,002115-6,6,2014
Toyota,Corona Aut.,1998,450922,26899.0,11.8,13.9,1785,8.5,Hatchback,Popular,002063-0,6,2005
Toyota,Corona Aut.,2022,29214,57696.0,11.8,16.4,1869,8.6,Hatchback,Popular,002063-0,1,2001
Toyota,Corona GLi Mec,2000,305472,27079.0,13.0,14.5,2241,8.6,Hatchback,Popular,002024-9,8,2009
Toyota,Corona GLi Mec,2022,24375,43445.0,12.4,15.2,1825,8.8,Hatchback,Popular,002024-9,9,2002
Toyota,Corona Mec.,2000,386482,14070.0,13.6,16.5,2354,9.0,Hatchback,Popular,002039-7,4,2021
Toyota,Corona Mec.,2022,27478,43353.0,12.8,14.3,2397,9.4,Hatchback,Popular,002039-7,4,2002
Toyota,ETIOS 1.3 Flex 16V 5p Mec.,2014,168608,30078.0,12.6,14.4,1720,8.6,Hatchback,Popular,002121-0,7,2017
Toyota,ETIOS 1.3 Flex 16V 5p Mec.,2022,24273,29995.0,12.7,14.2,1750,9.4,Hatchback,Popular,002121-0,11,2012
Toyota,ETIOS CROSS 1.5 Flex 16V 5p Aut.,2018,78988,58909.0,12.8,16.3,2227,8.6,Hatchback,Popular,002148-2,7,2021
Toyota,ETIOS CROSS 1.5 Flex 16V 5p Aut.,2022,32697,64112.0,13.5,14.2,1588,9.0,Hatchback,Popular,002148-2,4,2018
Toyota,ETIOS CROSS 1.5 Flex 16V 5p Mec.,2017,125680,59299.0,13.1,15.9,2085,9.1,Hatchback,Popular,002133-4,7,2022
Toyota,ETIOS CROSS 1.5 Flex 16V 5p Mec.,2022,32366,57140.0,12.2,15.5,1923,8.6,Hatchback,Popular,002133-4,6,2016
Toyota,ETIOS PLATINUM 1.5 Flex 16V 4p Aut.,2019,89689,69474.0,12.8,15.3,1834,8.5,Hatchback,Popular,002156-3,3,2022
Toyota,ETIOS PLATINUM 1.5 Flex 16V 4p Aut.,2022,26653,65900.0,13.6,14.9,1609,9.1,Hatchback,Popular,002156-3,3,2019
Toyota,ETIOS PLATINUM 1.5 Flex 16V 5p Mec.,2016,141618,51652.0,11.4,16.2,1732,8.8,Hatchback,Popular,002134-2,1,2022
Toyota,ETIOS PLATINUM 1.5 Flex 16V 5p Mec.,2022,24870,46483.0,12.9,16.7,1744,9.0,Hatchback,Popular,002134-2,10,2014
Toyota,ETIOS PLATINUM Sed. 1.5 Flex 16V 4p Aut.,2019,72582,63504.0,11.7,16.7,1866,8.5,Hatchback,Popular,002157-1,8,2021
Toyota,ETIOS PLATINUM Sed. 1.5 Flex 16V 4p Aut.,2022,33197,67996.0,12.1,15.5,2196,8.8,Hatchback,Popular,002157-1,5,2017
Toyota,ETIOS PLATINUM Sed. 1.5 Flex 16V 4p Mec.,2016,135927,44203.0,12.0,14.2,1701,9.1,Hatchback,Popular,002135-0,5,2019
Toyota,ETIOS PLATINUM Sed. 1.5 Flex 16V 4p Mec.,2022,27455,53563.0,14.0,15.7,2363,9.4,Hatchback,Popular,002135-0,6,2015
Toyota,ETIOS READY! 1.5 Flex 16V 5p Aut.,2018,72186,46756.0,12.8,13.6,2497,9.2,Hatchback,Popular,002159-8,12,2020
Toyota,ETIOS READY! 1.5 Flex 16V 5p Aut.,2022,28383,58022.0,11.6,15.3,2033,8.7,Hatchback,Popular,002159-8,9,2018
Toyota,ETIOS X 1.3 Flex 16V 5p Aut.,2021,46999,68716.0,11.9,14.9,1806,9.0,Hatchback,Popular,002154-7,5,2022
Toyota,ETIOS X 1.3 Flex 16V 5p Aut.,2022,24051,65959.0,11.4,15.2,2308,9.1,Hatchback,Popular,002154-7,11,2021
Toyota,ETIOS X 1.3 Flex 16V 5p Mec.,2021,37905,59688.0,12.2,16.7,1724,8.5,Hatchback,Popular,002122-9,8,2022
Toyota,ETIOS X 1.3 Flex 16V 5p Mec.,2022,24700,34795.0,13.2,14.3,1848,8.6,Hatchback,Popular,002122-9,11,2012
Toyota,ETIOS X Plus 1.5 Flex 16V 5p Aut.,2021,38159,78762.0,12.7,14.8,1621,9.2,Hatchback,Popular,002162-8,8,2022
Toyota,ETIOS X Plus 1.5 Flex 16V 5p Aut.,2022,35760,62123.0,13.2,13.8,1741,9.2,Hatchback,Popular,002162-8,5,2020
Toyota,ETIOS X Plus 1.5 Flex 16V 5p Mec.,2021,48432,71744.0,11.6,16.4,2397,9.4,Hatchback,Popular,002163-6,8,2022
Toyota,ETIOS X Plus 1.5 Flex 16V 5p Mec.,2022,26071,57600.0,11.3,14.2,1745,8.9,Hatchback,Popular,002163-6,7,2020
Toyota,ETIOS X Plus Sedan 1.5 Flex 16V 4p Aut.,2021,39142,80732.0,13.4,16.0,2014,9.5,Hatchback,Médio,002164-4,7,2022
Toyota,ETIOS X Plus Sedan 1.5 Flex 16V 4p Aut.,2022,24552,64180.0,13.9,15.6,2249,9.3,Hatchback,Popular,002164-4,8,2019
Toyota,ETIOS X Plus Sedan 1.5 Flex 16V 4p Mec.,2021,52722,78206.0,11.7,16.1,2119,8.8,Hatchback,Popular,002165-2,7,2022
Toyota,ETIOS X Plus Sedan 1.5 Flex 16V 4p Mec.,2022,32000,56809.0,13.3,16.5,2186,9.1,Hatchback,Popular,002165-2,8,2018
Toyota,ETIOS X Sedan 1.5 Flex 16V 4p Aut.,2021,36751,75294.0,12.9,15.2,2496,8.6,Hatchback,Popular,002153-9,6,2022
Toyota,ETIOS X Sedan 1.5 Flex 16V 4p Aut.,2022,31690,54876.0,12.4,14.3,2367,9.2,Hatchback,Popular,002153-9,8,2017
Toyota,ETIOS X Sedan 1.5 Flex 16V 4p Mec.,2021,50581,68216.0,13.7,15.7,1522,9.3,Hatchback,Popular,002125-3,6,2022
Toyota,ETIOS X Sedan 1.5 Flex 16V 4p Mec.,2022,35519,39473.0,11.2,15.6,2485,8.5,Hatchback,Popular,002125-3,8,2014
Toyota,ETIOS XLS 1.5 Flex 16V 5p Mec.,2017,87879,48973.0,13.8,14.4,2467,8.9,Hatchback,Popular,002124-5,8,2018
Toyota,ETIOS XLS 1.5 Flex 16V 5p Mec.,2022,28186,42303.0,13.8,16.5,2418,9.3,Hatchback,Popular,002124-5,1,2014
Toyota,ETIOS XLS 1.5 Flex 5p Aut.,2019,63446,52840.0,12.4,15.3,2041,8.7,Hatchback,Popular,002150-4,3,2020
Toyota,ETIOS XLS 1.5 Flex 5p Aut.,2022,35573,57054.0,12.0,14.7,2255,8.9,Hatchback,Popular,002150-4,8,2016
Toyota,ETIOS XLS Sedan 1.5 Flex 16V 4p Aut.,2019,75152,52382.0,13.0,13.8,1667,9.4,Hatchback,Popular,002149-0,11,2020
Toyota,ETIOS XLS Sedan 1.5 Flex 16V 4p Aut.,2022,33417,64731.0,13.4,15.8,2330,9.0,Hatchback,Popular,002149-0,9,2018
Toyota,ETIOS XLS Sedan 1.5 Flex 16V 4p Mec.,2017,116906,44021.0,13.9,15.1,1892,8.8,Hatchback,Popular,002127-0,1,2021
Toyota,ETIOS XLS Sedan 1.5 Flex 16V 4p Mec.,2022,32268,43906.0,11.7,14.4,1518,8.7,Hatchback,Popular,002127-0,12,2013
Toyota,ETIOS XS  1.3 Flex 16V 5p Mec.,2014,170242,32396.0,11.3,16.6,2080,8.8,Hatchback,Popular,002123-7,1,2018
Toyota,ETIOS XS  1.3 Flex 16V 5p Mec.,2022,30442,39524.0,13.8,15.7,2203,9.2,Hatchback,Popular,002123-7,4,2013
Toyota,ETIOS XS 1.5 Flex 16V 5p Aut.,2018,102438,58411.0,11.7,16.1,1654,9.0,Hatchback,Popular,002152-0,12,2021
Toyota,ETIOS XS 1.5 Flex 16V 5p Aut.,2022,24654,55501.0,11.2,14.5,1773,9.3,Hatchback,Popular,002152-0,6,2017
Toyota,ETIOS XS 1.5 Flex 16V 5p Mec.,2018,91697,44280.0,11.3,15.3,2006,8.7,Hatchback,Popular,002132-6,5,2019
Toyota,ETIOS XS 1.5 Flex 16V 5p Mec.,2022,35428,48080.0,11.1,16.8,2181,8.9,Hatchback,Popular,002132-6,10,2016
Toyota,ETIOS XS Sedan 1.5 Flex 16V 4p Aut.,2018,87675,48344.0,13.1,13.8,1543,9.5,Hatchback,Popular,002151-2,11,2019
Toyota,ETIOS XS Sedan 1.5 Flex 16V 4p Aut.,2022,32669,55845.0,12.4,16.3,1513,8.6,Hatchback,Popular,002151-2,1,2017
Toyota,ETIOS XS Sedan1.5 Flex 16V 4p Mec.,2018,73847,46669.0,12.7,13.7,1503,9.1,Hatchback,Popular,002126-1,5,2021
Toyota,ETIOS XS Sedan1.5 Flex 16V 4p Mec.,2022,29043,50710.0,12.2,15.4,2353,8.6,Hatchback,Popular,002126-1,12,2016
Toyota,Hilux CD 4x4 2.7 16V Flex Mec.,2015,111002,74905.0,8.4,11.9,1542,9.4,Picape,Popular,002128-8,5,2021
Toyota,Hilux CD 4x4 2.7 16V Flex Mec.,2022,33591,94749.0,9.6,9.6,2355,9.3,Picape,Médio,002128-8,11,2016
Toyota,Hilux CD D4-D 4x2 2.5 16V 102cv TB Dies.,2022,26259,77582.0,8.5,11.7,2229,9.2,Picape,Popular,002087-7,6,2006
Toyota,Hilux CD D4-D 4x4 2.5 16V 102cv TB Dies.,2022,33445,87836.0,9.9,11.9,1817,8.8,Picape,Médio,002088-5,1,2008
Toyota,Hilux CD DX 4x2 2.7 16V 142cv,2003,369693,39108.0,9.5,11.7,1832,8.6,Picape,Popular,002068-0,4,2011
Toyota,Hilux CD DX 4x2 2.7 16V 142cv,2022,24846,53227.0,9.1,11.5,1917,9.1,Picape,Popular,002068-0,9,2003
Toyota,Hilux CD DX 4x2 3.0 8V 90cv Diesel,2005,263437,49865.0,8.3,11.4,1891,8.6,Picape,Popular,002069-9,2,2008
Toyota,Hilux CD DX 4x2 3.0 8V 90cv Diesel,2022,31308,59611.0,9.1,9.7,1619,9.3,Picape,Popular,002069-9,11,2004
Toyota,Hilux CD DX 4x4 3.0 8V 90cv Diesel,2005,318367,55366.0,9.2,12.0,2300,9.0,Picape,Popular,002075-3,3,2008
Toyota,Hilux CD DX 4x4 3.0 8V 90cv Diesel,2022,25372,67945.0,7.6,12.2,2158,9.0,Picape,Popular,002075-3,4,2005
Toyota,Hilux CD GR-S 4x4 4.0 V6 234cv Aut.,2020,57671,217488.0,8.6,11.3,4527,9.1,Picape,Premium,002195-4,8,2022
Toyota,Hilux CD GR-S 4x4 4.0 V6 234cv Aut.,2022,31150,216157.0,8.5,9.9,3159,9.4,Picape,Premium,002195-4,10,2021
Toyota,Hilux CD SR 4x2 2.7 16V/2.7 Flex Aut.,2021,44876,193102.0,8.0,10.3,4215,9.0,Picape,Premium,002110-5,4,2022
Toyota,Hilux CD SR 4x2 2.7 16V/2.7 Flex Aut.,2022,27486,123861.0,7.6,10.1,1803,8.6,Picape,Médio,002110-5,9,2019
Toyota,Hilux CD SR 4x2 2.7 16V/2.7 Flex Mec.,2010,205574,61634.0,9.7,9.6,1690,8.6,Picape,Popular,002104-0,4,2014
Toyota,Hilux CD SR 4x2 2.7 16V/2.7 Flex Mec.,2020,56750,165332.0,8.1,10.7,3377,9.2,Picape,Premium,002104-0,4,2022
Toyota,Hilux CD SR 4x2 2.7 16V/2.7 Flex Mec.,2022,32899,118870.0,9.6,10.9,2081,9.4,Picape,Médio,002104-0,5,2020
Toyota,Hilux CD SR 4x4 3.0 8V 116cv TB Diesel,2003,312603,64335.0,9.5,10.0,2484,9.3,Picape,Popular,002077-0,3,2005
Toyota,Hilux CD SR 4x4 3.0 8V 116cv TB Diesel,2022,24814,64936.0,9.2,9.6,2079,9.5,Picape,Popular,002077-0,8,2002
Toyota,Hilux CD SR 4x4 3.0 8V 90cv Diesel,2005,335098,67482.0,7.8,11.8,1910,8.6,Picape,Popular,002076-1,7,2007
Toyota,Hilux CD SR 4x4 3.0 8V 90cv Diesel,2022,30098,78344.0,8.8,10.2,2455,9.4,Picape,Popular,002076-1,4,2007
Toyota,Hilux CD SR D4-D 4x2 3.0 163cv TDI Dies.,2022,33123,95767.0,8.5,11.1,1822,8.7,Picape,Médio,002089-3,1,2010
Toyota,Hilux CD SR D4-D 4x4 3.0  TDI Dies.,2022,25535,98897.0,9.5,9.7,1632,9.5,Picape,Médio,002090-7,9,2007
Toyota,Hilux CD SR D4-D 4x4 3.0 TDI Dies Aut.,2022,35031,115577.0,9.1,10.2,1791,8.6,Picape,Médio,002116-4,2,2013
Toyota,Hilux CD SRV 4x2 2.7 16V 142cv,2003,286028,49019.0,8.5,11.1,2423,8.6,Picape,Popular,002072-9,8,2008
Toyota,Hilux CD SRV 4x2 2.7 16V 142cv,2022,28119,50653.0,7.8,10.9,1827,8.8,Picape,Popular,002072-9,10,2001
Toyota,Hilux CD SRV 4x2 2.7 Flex 16V Aut.,2021,48748,209688.0,9.3,10.5,4774,9.2,Picape,Premium,002136-9,8,2022
Toyota,Hilux CD SRV 4x2 2.7 Flex 16V Aut.,2022,34454,157554.0,9.3,11.5,4589,9.3,Picape,Premium,002136-9,2,2021
Toyota,Hilux CD SRV 4x2 3.0 8V 90cv Diesel,2005,315031,60538.0,9.4,11.2,1726,9.1,Picape,Popular,002073-7,5,2008
Toyota,Hilux CD SRV 4x2 3.0 8V 90cv Diesel,2022,27148,77673.0,9.2,10.8,2093,9.0,Picape,Popular,002073-7,12,2005
Toyota,Hilux CD SRV 4x4 2.7 Flex 16V Aut.,2021,49328,212650.0,8.1,12.1,4758,9.2,Picape,Premium,002114-8,7,2022
Toyota,Hilux CD SRV 4x4 2.7 Flex 16V Aut.,2022,24198,137278.0,8.9,11.6,2098,9.4,Picape,Médio,002114-8,4,2019
Toyota,Hilux CD SRV 4x4 3.0 8V 116cv TB Diesel,2005,316941,64968.0,9.2,9.5,2460,8.6,Picape,Popular,002078-8,3,2009
Toyota,Hilux CD SRV 4x4 3.0 8V 116cv TB Diesel,2022,33534,68091.0,8.1,9.7,1918,9.1,Picape,Popular,002078-8,3,2002
Toyota,Hilux CD SRV D4-D 4x2 3.0 163cv TDI Dies,2022,34594,99686.0,8.7,11.7,2407,9.4,Picape,Médio,002091-5,8,2007
Toyota,Hilux CD SRV D4-D 4x4 3.0  TDI Dies,2022,33966,109664.0,7.7,10.1,1841,9.4,Picape,Médio,002092-3,5,2007
Toyota,Hilux CD SRV D4-D 4x4 3.0 TDI Diesel Aut,2022,33882,114835.0,8.3,11.9,1664,9.2,Picape,Médio,002093-1,6,2007
Toyota,Hilux CS D4-D 4x2 2.5 16V 102cv TB Dies.,2022,25499,68685.0,7.5,11.8,1673,9.2,Picape,Popular,002085-0,9,2006
Toyota,Hilux CS D4-D 4x4 2.5 16V 102cv TB Dies.,2022,29897,74415.0,8.1,11.7,2167,9.1,Picape,Popular,002086-9,10,2006
Toyota,Hilux CS DX 4x2 2.7 16V 142cv,2003,376595,25710.0,9.0,11.4,1576,9.4,Picape,Popular,002067-2,10,2014
Toyota,Hilux CS DX 4x2 2.7 16V 142cv,2022,27256,39668.0,9.6,11.3,1512,8.7,Picape,Popular,002067-2,11,2002
Toyota,Hilux CS DX 4x2 3.0 8V 90cv Diesel,2005,264678,47971.0,9.3,11.6,1761,9.1,Picape,Popular,002070-2,5,2007
Toyota,Hilux CS DX 4x2 3.0 8V 90cv Diesel,2022,28564,49375.0,8.7,12.1,2288,9.1,Picape,Popular,002070-2,8,2003
Toyota,Hilux CS DX 4x4 3.0 8V 90cv Diesel,2005,281733,54823.0,9.9,11.2,2035,8.7,Picape,Popular,002074-5,6,2007
Toyota,Hilux CS DX 4x4 3.0 8V 90cv Diesel,2022,24385,66510.0,8.5,11.2,1618,9.0,Picape,Popular,002074-5,9,2006
Toyota,Hilux CS SRV 4x2 2.7 16V 142cv,2002,348679,40090.0,9.4,10.0,2424,9.1,Picape,Popular,002071-0,10,2004
Toyota,Hilux CS SRV 4x2 2.7 16V 142cv,2022,27871,49297.0,9.3,10.0,1646,8.7,Picape,Popular,002071-0,10,2003
Toyota,Hilux Chassi D4-D 4x4 2.5 102cv TB Dies.,2022,29760,75506.0,9.3,11.6,1960,8.8,Picape,Popular,002094-0,10,2008
Toyota,Hilux SW4 2.7 16V,2000,407880,28925.0,9.4,10.0,1838,9.0,Picape,Popular,002064-8,4,2016
Toyota,Hilux SW4 2.7 16V,2022,32901,58871.0,7.8,9.8,2364,9.4,Picape,Popular,002064-8,4,2001
Toyota,Hilux SW4 3.4 V6,2001,388677,40579.0,8.1,9.8,2416,9.0,Picape,Popular,002019-2,4,2012
Toyota,Hilux SW4 3.4 V6,2022,35370,110666.0,8.5,12.4,2102,8.6,Picape,Médio,002019-2,6,2001
Toyota,Hilux SW4 4x4 2.4 8V,1996,452270,17496.0,8.1,11.4,2042,9.3,Picape,Popular,002017-6,12,2017
Toyota,Hilux SW4 4x4 2.4 8V,1997,463901,38961.0,10.0,10.3,2234,9.5,Picape,Popular,002017-6,1,2001
Toyota,Hilux SW4 4x4 3.0 12V V6,1996,471810,18752.0,9.7,12.1,1850,8.8,Picape,Popular,002051-6,6,2016
Toyota,Hilux SW4 4x4 3.0 12V V6,1997,477276,39435.0,8.2,10.1,2322,9.5,Picape,Popular,002051-6,1,2001
Toyota,Hilux SW4 4x4 3.0 24V V6,1998,445927,44979.0,9.0,9.6,2272,9.1,Picape,Popular,002053-2,4,2001
Toyota,Hilux SW4 4x4 3.0 24V V6,2001,406198,29476.0,9.4,10.7,1722,9.0,Picape,Popular,002053-2,12,2019
Toyota,Hilux SW4 4x4 3.0 24V V6,2022,30327,101894.0,7.7,11.7,1886,8.8,Picape,Médio,002053-2,1,2002
Toyota,Hilux SW4 SR 4x2 2.7/ 2.7 Flex 16V Aut.,2021,43489,250594.0,8.6,10.3,3327,8.7,Picape,Premium,002107-5,8,2022
Toyota,Hilux SW4 SR 4x2 2.7/ 2.7 Flex 16V Aut.,2022,32185,232005.0,9.8,9.7,4421,8.5,Picape,Premium,002107-5,9,2021
Toyota,Hilux SW4 SR 4x2 2.7/2.7 Flex 16V Mec.,2010,173239,76447.0,8.0,10.6,1869,8.5,Picape,Popular,002106-7,8,2014
Toyota,Hilux SW4 SR 4x2 2.7/2.7 Flex 16V Mec.,2018,80071,133176.0,9.6,11.2,2473,8.6,Picape,Médio,002106-7,8,2019
Toyota,Hilux SW4 SR 4x2 2.7/2.7 Flex 16V Mec.,2022,34991,152009.0,9.6,10.0,3255,9.0,Picape,Premium,002106-7,10,2018
Toyota,Hilux SW4 SRV 4x2 2.7 Flex 16V Aut.,2021,48630,267107.0,8.0,12.3,4281,9.2,Picape,Premium,002160-1,7,2022
Toyota,Hilux SW4 SRV 4x2 2.7 Flex 16V Aut.,2022,31699,242514.0,8.5,11.9,4236,9.0,Picape,Premium,002160-1,6,2021
Toyota,Hilux SW4 SRV 4x4 4.0 V6 24V Aut.,2012,178153,136118.0,9.3,10.7,1850,9.4,Picape,Médio,002105-9,1,2015
Toyota,Hilux SW4 SRV 4x4 4.0 V6 24V Aut.,2013,189788,144890.0,7.9,11.9,2328,9.3,Picape,Médio,002105-9,2,2016
Toyota,Hilux SW4 SRV 4x4 4.0 V6 24V Aut.,2022,29243,162323.0,8.5,10.0,4654,9.4,Picape,Premium,002105-9,1,2014
Toyota,Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Aut,2022,26735,157960.0,8.5,11.9,3803,8.8,Picape,Premium,002096-6,8,2008
Toyota,Hilux SW4 SRV D4-D 4x4 3.0 TDI Dies. Mec,2022,33089,144935.0,10.0,12.3,1520,8.7,Picape,Médio,002095-8,10,2006
Toyota,Hilux SW4 SRX 4x4 4.0 V6 24V Aut.,2017,101247,222191.0,10.0,10.2,3594,8.9,Picape,Premium,002147-4,6,2022
Toyota,Hilux SW4 SRX 4x4 4.0 V6 24V Aut.,2022,25174,233307.0,7.8,9.6,3964,8.7,Picape,Premium,002147-4,11,2017
Toyota,Land Cruiser 4WD 4.5 24V,1995,436217,38469.0,12.2,14.0,2392,8.8,Hatchback,Popular,002054-0,3,2007
Toyota,Land Cruiser Prado 3.0 4x4 TB Diesel Aut,2022,28382,171983.0,11.8,16.4,3166,9.1,Hatchback,Premium,002082-6,3,2009
Toyota,Land Cruiser Prado 3.0 4x4 TB Diesel Mec,2004,351638,126617.0,14.0,13.9,1881,8.7,Hatchback,Médio,002081-8,10,2006
Toyota,Land Cruiser Prado 3.0 4x4 TB Diesel Mec,2006,265299,137202.0,11.7,13.7,2048,8.5,Hatchback,Médio,002081-8,12,2007
Toyota,Land Cruiser Prado 3.0 4x4 TB Diesel Mec,2007,276359,112845.0,11.3,14.1,1563,8.6,Hatchback,Médio,002081-8,2,2010
Toyota,Land Cruiser Prado 3.0 4x4 TB Diesel Mec,2022,31278,186647.0,11.5,15.3,3500,8.7,Hatchback,Premium,002081-8,2,2005
Toyota,MR-2 Turbo 2.0,1993,530705,26607.0,12.1,14.7,2242,8.9,Hatchback,Popular,002055-9,10,2004
Toyota,MR-2 Turbo 2.0,1994,426911,38836.0,12.0,13.8,2385,8.7,Hatchback,Popular,002055-9,3,2018
Toyota,PRIUS Hybrid 1.8 16V 5p Aut.,2022,34359,124714.0,12.3,14.7,2157,9.3,Hatchback,Médio,002129-6,12,2017
Toyota,Paseo,1995,355410,14370.0,11.0,14.4,2468,9.0,Hatchback,Popular,002021-4,5,2003
Toyota,Paseo,1996,482837,17438.0,11.7,14.2,2425,8.5,Hatchback,Popular,002021-4,7,2010
Toyota,Previa LE 2.4 16V,1995,417092,31987.0,11.8,15.9,2354,9.1,Hatchback,Popular,002022-2,12,2001
Toyota,Previa LX 2.5,1992,445228,18843.0,11.7,14.4,2126,9.4,Hatchback,Popular,002056-7,7,2011
Toyota,RAV4 2.0 4x2 16V Aut.,2015,149546,109314.0,12.8,15.1,2449,9.4,Hatchback,Médio,002130-0,12,2017
Toyota,RAV4 2.0 4x2 16V Aut.,2018,76312,110073.0,11.9,14.1,1589,9.1,Hatchback,Médio,002130-0,9,2020
Toyota,RAV4 2.0 4x2 16V Aut.,2022,34123,99265.0,11.4,16.3,2451,9.3,Hatchback,Médio,002130-0,12,2013
Toyota,RAV4 2.0 4x4 16V Aut.,2005,308718,47072.0,11.6,14.2,1594,9.4,Hatchback,Popular,002066-4,10,2010
Toyota,RAV4 2.0 4x4 16V Aut.,2015,159769,117154.0,11.0,14.4,2269,9.3,Hatchback,Médio,002066-4,3,2018
Toyota,RAV4 2.0 4x4 16V Aut.,2022,31027,103637.0,13.6,15.1,2178,9.0,Hatchback,Médio,002066-4,7,2006
Toyota,RAV4 2.0 4x4 16V Mec.,2002,335852,23314.0,11.4,14.0,2029,9.2,Hatchback,Popular,002057-5,12,2019
Toyota,RAV4 2.0 4x4 16V Mec.,2022,35461,83238.0,12.2,15.5,2222,8.9,Hatchback,Médio,002057-5,9,2002
Toyota,RAV4 2.0 HIGH 4x2 16V Aut.,2015,109549,95071.0,12.5,15.4,2397,9.4,Hatchback,Médio,002138-5,12,2021
Toyota,RAV4 2.0 HIGH 4x2 16V Aut.,2022,35246,126988.0,13.9,16.9,1756,9.0,Hatchback,Médio,002138-5,7,2017
Toyota,RAV4 2.0 TOP 4x2 16V Aut.,2019,83905,136078.0,12.6,15.7,2056,8.6,Hatchback,Médio,002140-7,3,2021
Toyota,RAV4 2.0 TOP 4x2 16V Aut.,2022,32482,159563.0,13.3,16.3,3305,9.1,Hatchback,Premium,002140-7,12,2017
Toyota,RAV4 2.4 4x2 16V 170cv Aut.,2012,160383,54871.0,12.7,16.0,2184,9.5,Hatchback,Popular,002113-0,8,2017
Toyota,RAV4 2.4 4x2 16V 170cv Aut.,2022,31375,91533.0,12.4,14.8,2436,9.4,Hatchback,Médio,002113-0,5,2011
Toyota,RAV4 2.4 4x4 16V 170cv Aut.,2012,193865,49191.0,11.0,15.7,1672,9.0,Hatchback,Popular,002097-4,7,2020
Toyota,RAV4 2.4 4x4 16V 170cv Aut.,2022,35565,102778.0,11.9,15.2,1780,8.9,Hatchback,Médio,002097-4,2,2011
Toyota,RAV4 2.5 4x4 16V Aut.,2015,128962,118459.0,11.2,16.8,1651,9.2,Hatchback,Médio,002131-8,12,2017
Toyota,RAV4 2.5 4x4 16V Aut.,2016,104783,117473.0,11.0,13.6,2471,8.7,Hatchback,Médio,002131-8,9,2021
Toyota,RAV4 2.5 4x4 16V Aut.,2022,30977,132500.0,13.3,14.5,1911,8.9,Hatchback,Médio,002131-8,6,2014
Toyota,RAV4 2.5 S 4x4 Hybrid Aut.,2020,49188,242174.0,13.3,14.3,3861,8.7,Hatchback,Premium,002179-2,6,2022
Toyota,RAV4 2.5 S 4x4 Hybrid Aut.,2022,31008,250617.0,13.9,13.5,3865,9.4,Hatchback,Premium,002179-2,11,2021
Toyota,RAV4 2.5 S Connect 4x4 Hybrid Aut.,2020,69746,240720.0,11.1,14.0,3290,8.8,Hatchback,Premium,002197-0,4,2022
Toyota,RAV4 2.5 S Connect 4x4 Hybrid Aut.,2022,25365,219516.0,11.1,13.5,4804,9.3,Hatchback,Premium,002197-0,7,2020
Toyota,RAV4 2.5 SX 4x4 Hybrid Aut.,2020,57950,251529.0,13.7,14.8,4563,8.6,Hatchback,Premium,002180-6,7,2022
